n_features,fold,roc_auc,average_precision,balanced_accuracy,accuracy,f1,precision,recall,sensitivity,specificity,brier_score
1,0,0.9147727272727273,0.9129464285714286,0.8295454545454546,0.8421052631578947,0.8,0.8571428571428571,0.75,0.75,0.9090909090909091,0.1210319106594591
1,1,0.8888888888888888,0.9113636363636364,0.7833333333333333,0.7894736842105263,0.75,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.9,0.12405699286134095
1,2,0.6944444444444444,0.7647127076951638,0.6777777777777778,0.6842105263157895,0.625,0.7142857142857143,0.5555555555555556,0.5555555555555556,0.8,0.22437046759227988
1,3,0.7944444444444444,0.8304954304954304,0.6833333333333333,0.6842105263157895,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7,0.19230750370055266
1,4,0.6874999999999999,0.7929353632478633,0.6625,0.6666666666666666,0.625,0.625,0.625,0.625,0.7,0.2205088970829431
1,5,0.7556818181818182,0.7649305555555554,0.6931818181818181,0.6842105263157895,0.6666666666666666,0.6,0.75,0.75,0.6363636363636364,0.24453684210526314
1,6,0.7666666666666666,0.8143097643097643,0.7277777777777779,0.7368421052631579,0.6666666666666666,0.8333333333333334,0.5555555555555556,0.5555555555555556,0.9,0.23182735942580468
1,7,0.6944444444444444,0.7615468409586057,0.6833333333333333,0.6842105263157895,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7,0.23091705570606824
1,8,0.8333333333333333,0.8987854251012146,0.6888888888888889,0.6842105263157895,0.7,0.6363636363636364,0.7777777777777778,0.7777777777777778,0.6,0.15574626733710395
1,9,0.71875,0.7236426767676767,0.5875,0.6111111111111112,0.46153846153846156,0.6,0.375,0.375,0.8,0.27224974370610444
1,10,0.8011363636363636,0.8285984848484849,0.6761363636363636,0.6842105263157895,0.625,0.625,0.625,0.625,0.7272727272727273,0.1971953535901278
1,11,0.8777777777777778,0.8882105548772216,0.7333333333333334,0.7368421052631579,0.7058823529411765,0.75,0.6666666666666666,0.6666666666666666,0.8,0.17013147496243872
1,12,0.7444444444444445,0.8250017955900308,0.6833333333333333,0.6842105263157895,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7,0.20663442712212107
1,13,0.611111111111111,0.7243487506645402,0.6222222222222222,0.631578947368421,0.5333333333333333,0.6666666666666666,0.4444444444444444,0.4444444444444444,0.8,0.2564841718560529
1,14,0.79375,0.8187500000000001,0.6125,0.6111111111111112,0.5882352941176471,0.5555555555555556,0.625,0.625,0.6,0.18587906715044203
2,0,0.784090909090909,0.8312487950645846,0.6931818181818181,0.6842105263157895,0.6666666666666666,0.6,0.75,0.75,0.6363636363636364,0.20277716682858218
2,1,0.888888888888889,0.9092813051146384,0.8388888888888889,0.8421052631578947,0.8235294117647058,0.875,0.7777777777777778,0.7777777777777778,0.9,0.12912024925426832
