feature,mean_selection_freq,selected_in_n_folds
156_AMBP,0.30733333333333335,1
CCL25,0.2853333333333333,1
131_GIF,0.27866666666666673,1
ITGB6,0.26999999999999996,1
Nr-CAM,0.26866666666666666,1
TPSAB1,0.2673333333333333,1
N2DL-2,0.2573333333333333,1
158_MB,0.2533333333333333,1
166_CCL3,0.2533333333333333,1
128_TLT-2,0.25333333333333324,1
106_SLAMF7,0.2426666666666667,1
107_MMP-9,0.2346666666666667,1
FCAR,0.23333333333333334,1
DDR1,0.2326666666666667,1
IL-2RB,0.22599999999999998,1
194_PECAM-1,0.22533333333333333,1
183_COL1A1,0.22133333333333333,1
JAM-B,0.2153333333333333,1
TREM1,0.206,1
sFRP-3,0.20466666666666666,1
CDSN,0.2026666666666667,1
152_TIM,0.20066666666666666,1
IL2,0.19133333333333333,1
CTF1,0.19066666666666665,1
CTSS,0.188,1
164_PSGL-1,0.18533333333333332,1
CNTN5,0.18266666666666667,1
ABHD14B,0.182,1
DUSP3,0.17800000000000002,1
NBL1,0.16466666666666666,1
CD302,0.16333333333333336,1
EPHA10,0.15266666666666667,1
DCBLD2,0.14866666666666667,1
MSR1,0.1473333333333333,1
SCF,0.1413333333333333,1
TPPP3,0.1406666666666667,1
193_vWF,0.14000000000000004,1
CCL3,0.13866666666666666,1
101_TNFRSF14,0.11133333333333334,1
151_MERTK,0.09266666666666669,1
GDNF.1,0.06933333333333333,1
Flt3L,0.2813333333333334,0
CRTAM,0.27866666666666656,0
148_SERPINA12,0.26866666666666666,0
CD6,0.2673333333333333,0
157_PRELP,0.25733333333333336,0
CLEC4C,0.25399999999999995,0
174_CPB1,0.25,0
SIGLEC1,0.23133333333333334,0
FLRT2,0.2313333333333333,0
138_DLK-1,0.23066666666666666,0
129_FABP4,0.22866666666666666,0
138_CTRC,0.22600000000000003,0
AOC1,0.22600000000000003,0
153_THBS2,0.21333333333333332,0
HSP90B1,0.20933333333333334,0
123_LTBR,0.20933333333333332,0
CD244,0.20733333333333334,0
CRIP2,0.20600000000000004,0
LAG3,0.19600000000000004,0
189_LEP,0.19533333333333333,0
189_KLK6,0.19466666666666668,0
154_AXL,0.19333333333333333,0
TNFRSF12A,0.19133333333333333,0
LAP TGF-beta-1,0.19066666666666662,0
IL-17C,0.18933333333333333,0
NCAN,0.18866666666666668,0
149_CCL22,0.1873333333333333,0
FGFR2,0.18133333333333332,0
168_IgG Fc receptor II-b,0.17600000000000005,0
182_MMP-12,0.17533333333333337,0
CD33,0.1746666666666667,0
ILKAP,0.17466666666666666,0
MMP-10,0.17466666666666664,0
EDA2R,0.1733333333333333,0
FGF-19,0.168,0
IL5.1,0.16266666666666668,0
164_CTSD,0.16266666666666665,0
110_OPG,0.15733333333333333,0
LAMP3,0.15666666666666668,0
CDH15,0.15600000000000003,0
163_OPN,0.15466666666666665,0
GCP5,0.15400000000000003,0
166_CPA1,0.15399999999999997,0
TSLP,0.15266666666666667,0
DPEP1,0.15200000000000002,0
TGF-alpha,0.152,0
IFN-gamma,0.15133333333333335,0
GSTP1,0.14933333333333335,0
TNFRSF21,0.14933333333333335,0
IL13,0.14866666666666664,0
CXCL9,0.14800000000000002,0
ARNT,0.14733333333333337,0
HMOX2,0.14666666666666667,0
141_GH,0.14533333333333334,0
FCRL3,0.14400000000000004,0
190_PDGF subunit A,0.14400000000000002,0
ARTN,0.14400000000000002,0
143_GLO1,0.138,0
132_CCL24,0.136,0
KPNA1,0.13599999999999998,0
SRP14,0.13333333333333333,0
MCP-1,0.13266666666666665,0
IL-10RA,0.13133333333333339,0
179_MARCO,0.13,0
121_BLM hydrolase,0.12866666666666668,0
VSTM1,0.12866666666666668,0
IKZF2,0.12799999999999997,0
MCP-4,0.12733333333333335,0
IFI30,0.126,0
FCRL6,0.12466666666666669,0
CPA2,0.12466666666666668,0
ITGA11,0.12200000000000001,0
PSIP1,0.12066666666666666,0
CLEC1B,0.12000000000000002,0
181_BNP,0.11933333333333335,0
177_t-PA,0.11800000000000001,0
FUT8,0.11733333333333335,0
134_FGF-21,0.11666666666666668,0
CCL28,0.11600000000000002,0
PD-L1,0.1146666666666667,0
118_GRN,0.11400000000000003,0
GDNF,0.11333333333333336,0
IFNL1,0.11133333333333334,0
RSPO1,0.11133333333333334,0
196_CCL16,0.11000000000000003,0
TN-R,0.11000000000000001,0
MASP1,0.10800000000000003,0
NT-3,0.10800000000000001,0
131_PAI,0.108,0
194_VEGF-D,0.10733333333333334,0
CXADR,0.10600000000000001,0
IL-15RA,0.10400000000000001,0
COL4A3BP,0.10333333333333333,0
127_IL-17D,0.10200000000000001,0
TNF,0.102,0
CPM,0.102,0
PAEP,0.10133333333333333,0
IL12RB1,0.1006666666666667,0
Beta-NGF.1,0.10066666666666667,0
142_FS,0.10000000000000003,0
GLB1,0.1,0
KIR2DL3,0.09933333333333334,0
102_ANG-1,0.098,0
123_TF,0.09733333333333334,0
MILR1,0.09733333333333334,0
NTF4,0.09666666666666666,0
191_HSP 27,0.09400000000000001,0
JUN,0.09400000000000001,0
CXCL10,0.09400000000000001,0
MAPT,0.09400000000000001,0
PVR,0.09400000000000001,0
136_RAGE,0.09266666666666667,0
ITM2A,0.09266666666666667,0
ISLR2,0.09266666666666667,0
NFATC3,0.09200000000000001,0
IL-20,0.09066666666666667,0
175_CHI3L1,0.09066666666666666,0
N-CDase,0.09000000000000002,0
EDAR,0.09000000000000001,0
CLEC7A,0.09000000000000001,0
CD38,0.09000000000000001,0
NF2,0.08933333333333333,0
TDGF1,0.08666666666666668,0
PFDN2,0.08666666666666667,0
LAIR-2,0.08666666666666666,0
CLEC10A,0.08600000000000002,0
161_SORT1,0.08466666666666668,0
TRIM5,0.08466666666666668,0
142_IL-6RA,0.08400000000000002,0
105_IL-17RA,0.08266666666666668,0
150_PSP-D,0.08266666666666668,0
152_Ep-CAM,0.08066666666666668,0
MCP-2,0.07933333333333334,0
IL7,0.07866666666666668,0
BMP-4,0.07866666666666668,0
MDGA1,0.07800000000000001,0
156_MMP-2,0.07733333333333334,0
CLEC4G,0.07666666666666667,0
FGF-23,0.07666666666666667,0
171_Dkk-1,0.07666666666666666,0
CDCP1,0.07533333333333334,0
122_TIE2,0.07533333333333332,0
FcRL2,0.07466666666666667,0
CLEC6A,0.07400000000000001,0
ADA,0.07400000000000001,0
GGT5,0.07400000000000001,0
161_PCSK9,0.07333333333333333,0
GALNT3,0.07266666666666667,0
CCL23,0.07266666666666667,0
CDH6,0.07200000000000001,0
CLEC4A,0.07066666666666668,0
CD28,0.07066666666666668,0
SMPD1,0.07066666666666668,0
153_AP-N,0.07066666666666667,0
EIF4B,0.07066666666666667,0
NPM1,0.07066666666666667,0
MGMT,0.07,0
127_CDH5,0.06933333333333333,0
Beta-NGF,0.06800000000000002,0
190_CA5A,0.06733333333333334,0
HEXIM1,0.06733333333333333,0
SNCG,0.06733333333333333,0
CETN2,0.06666666666666667,0
MMP-1,0.066,0
LXN,0.066,0
111_ALCAM,0.06533333333333334,0
CD5,0.06533333333333333,0
169_ITGB1BP2,0.06400000000000002,0
LTBP3,0.064,0
IL-22 RA1,0.06333333333333334,0
GM-CSF-R-alpha,0.06266666666666668,0
IL-1 alpha,0.06199999999999999,0
OSM,0.06199999999999999,0
IL-18R1,0.06000000000000001,0
171_CCL15,0.060000000000000005,0
SIT1,0.060000000000000005,0
165_CCL17,0.059333333333333335,0
HAGH,0.05866666666666668,0
RGMA,0.058666666666666666,0
163_PTX3,0.05800000000000001,0
STC1,0.05800000000000001,0
PSME1,0.05733333333333335,0
173_uPA,0.05733333333333334,0
195_PARP-1,0.05733333333333334,0
SCARA5,0.05733333333333333,0
188_TGM2,0.05666666666666667,0
124_IL1RL2,0.05533333333333334,0
160_IL16,0.05466666666666667,0
ADAM15,0.054000000000000006,0
CD63,0.054,0
PLXNA4,0.05266666666666668,0
TNFB,0.052666666666666674,0
SMOC1,0.052000000000000005,0
136_SELE,0.05133333333333335,0
175_HB-EGF,0.051333333333333335,0
NEP,0.04933333333333334,0
149_REN,0.04933333333333333,0
EIF4G1,0.04933333333333333,0
DCTN1,0.04866666666666668,0
168_Gal-4,0.04866666666666667,0
130_TFPI,0.048666666666666664,0
SFRP1,0.048666666666666664,0
AARSD1,0.048666666666666664,0
KIRREL2,0.048,0
122_PLC,0.04733333333333333,0
IFNLR1,0.04733333333333333,0
TANK,0.04733333333333333,0
137_SOD2,0.04666666666666667,0
173_PRSS8,0.04666666666666667,0
187_TNFRSF13B,0.046000000000000006,0
PLXNB1,0.046000000000000006,0
CTSC,0.045333333333333344,0
SLAMF1,0.044666666666666674,0
GBP2,0.044666666666666674,0
GPNMB,0.04466666666666667,0
CLM-1,0.04466666666666667,0
G-CSF,0.044000000000000004,0
133_TR,0.04333333333333334,0
181_CD93,0.043333333333333335,0
140_MPO,0.04333333333333333,0
178_THPO,0.042666666666666665,0
102_LDL receptor,0.04200000000000001,0
GDF-8,0.04200000000000001,0
158_HO-1,0.04133333333333334,0
ADGRB3,0.04133333333333334,0
IL18,0.04066666666666667,0
IL15,0.04066666666666666,0
180_GT,0.04000000000000001,0
186_hOSCAR,0.03933333333333334,0
KRT19,0.03933333333333334,0
HNMT,0.03933333333333334,0
EIF5A,0.03933333333333334,0
117_Gal-3,0.03866666666666667,0
132_SCF,0.038000000000000006,0
FKBP5,0.038,0
ZBTB16,0.037333333333333336,0
TRAIL,0.037333333333333336,0
TNFRSF9,0.037333333333333336,0
IL-17A,0.03666666666666667,0
167_JAM-A,0.036000000000000004,0
112_IL-1ra,0.036000000000000004,0
TRIM21,0.036000000000000004,0
ASGR1,0.036000000000000004,0
SPOCK1,0.036000000000000004,0
OPG,0.035333333333333335,0
MANF,0.035333333333333335,0
EREG,0.034666666666666665,0
135_PIgR,0.034,0
SMOC2,0.03333333333333333,0
PRKCQ,0.03266666666666667,0
IL-24,0.03266666666666667,0
LEPR,0.03266666666666667,0
DRAXIN,0.03266666666666667,0
CD200,0.03200000000000001,0
NDRG1,0.032,0
PLA2G10,0.03133333333333334,0
PTH1R,0.03133333333333333,0
RNF31,0.03133333333333333,0
113_SELP,0.030666666666666672,0
BIRC2,0.03066666666666667,0
SIRT2,0.03066666666666667,0
133_IL-18,0.030666666666666665,0
128_CXCL1,0.030000000000000006,0
NEFL,0.029999999999999995,0
LILRB4,0.029333333333333336,0
ADAM 23,0.029333333333333336,0
182_IL-18BP,0.02866666666666667,0
PHOSPHO1,0.028666666666666667,0
ING1,0.028000000000000008,0
126_CNTN1,0.028000000000000004,0
137_AZU1,0.028000000000000004,0
150_DECR1,0.027333333333333334,0
DAPP1,0.027333333333333334,0
CEACAM3,0.027333333333333334,0
112_TFF3,0.02666666666666667,0
DNER,0.026000000000000006,0
176_ST2,0.026000000000000002,0
178_SCGB3A2,0.026000000000000002,0
108_ADAM-TS13,0.026000000000000002,0
115_STK4,0.026000000000000002,0
EN-RAGE,0.026000000000000002,0
uPA,0.025333333333333333,0
ADAM 22,0.025333333333333333,0
162_CEACAM8,0.024000000000000004,0
DPEP2,0.024000000000000004,0
TWEAK,0.024,0
183_ACE2,0.023333333333333334,0
NAA10,0.023333333333333334,0
EGLN1,0.02333333333333333,0
FGF-21,0.022000000000000006,0
170_SHPS-1,0.022000000000000002,0
101_BMP-6,0.022000000000000002,0
121_PRSS27,0.022000000000000002,0
159_TNFSF13B,0.021333333333333333,0
NMNAT1,0.02133333333333333,0
CCL4,0.02066666666666667,0
PRDX5,0.020000000000000004,0
SPRY2,0.020000000000000004,0
HSD11B1,0.02,0
174_AGRP,0.019333333333333334,0
FAM3B,0.019333333333333334,0
ST1A1,0.019333333333333334,0
125_PDGF subunit B,0.01933333333333333,0
IL6,0.01933333333333333,0
IL6.1,0.018666666666666668,0
LIF-R,0.018666666666666668,0
CX3CL1,0.018666666666666668,0
115_MCP-1,0.018000000000000002,0
110_IL-4RA,0.018000000000000002,0
TRAF2,0.018000000000000002,0
WWP2,0.018000000000000002,0
MATN3,0.018000000000000002,0
157_FAS,0.017333333333333333,0
111_SRC,0.017333333333333333,0
184_PD-L2,0.017333333333333333,0
BST2,0.017333333333333333,0
Siglec-9,0.017333333333333333,0
PPP1R9B,0.01666666666666667,0
NCR1,0.016666666666666666,0
151_PI3,0.016,0
114_TNFRSF10A,0.016,0
IRAK1,0.015333333333333332,0
PRTG,0.01466666666666667,0
STAMPB,0.014666666666666668,0
CNTNAP2,0.014666666666666666,0
GFR-alpha-1,0.014000000000000004,0
196_HAOX1,0.014000000000000002,0
CXCL11,0.014000000000000002,0
154_TM,0.014,0
180_IGFBP-7,0.013333333333333334,0
ITGA6,0.013333333333333334,0
144_IGFBP-1,0.013333333333333332,0
IMPA1,0.012666666666666666,0
PPP3R1,0.012666666666666665,0
108_EPHB4,0.012000000000000002,0
MAD1L1,0.012000000000000002,0
GDNFR-alpha-3,0.012000000000000002,0
PDGF-R-alpha,0.012,0
187_RARRES2,0.011333333333333334,0
113_IL-6,0.011333333333333334,0
SCARB2,0.011333333333333332,0
LAT,0.010666666666666668,0
126_IL27,0.010666666666666666,0
RBKS,0.010666666666666666,0
IL12,0.010666666666666666,0
ICA1,0.010000000000000002,0
IL-12B,0.010000000000000002,0
130_Gal-9,0.01,0
EPHB6,0.01,0
IL8,0.009333333333333334,0
VWC2,0.009333333333333334,0
KYNU,0.009333333333333334,0
CXCL5,0.008666666666666665,0
165_PGLYRP1,0.008,0
117_TNFRSF11A,0.008,0
PRDX3,0.008,0
SH2B3,0.008,0
BACH1,0.007999999999999998,0
124_Notch 3,0.007333333333333334,0
CDH3,0.007333333333333332,0
IRAK4,0.006666666666666667,0
ECE1,0.006666666666666667,0
105_CD40-L,0.006666666666666666,0
192_CD4,0.006666666666666666,0
Dkk-4,0.006666666666666666,0
CADM3,0.006000000000000001,0
125_TIMP4,0.006,0
141_CXCL16,0.006,0
155_IL-1RT1,0.005333333333333333,0
195_NT-pro BNP,0.005333333333333333,0
118_PAR-1,0.005333333333333333,0
FHIT,0.004666666666666667,0
RGMB,0.004666666666666667,0
TNFSF14,0.004666666666666666,0
PIK3AP1,0.004,0
DDX58,0.004,0
AXIN1,0.004,0
CD40,0.004,0
EZR,0.004,0
THY 1,0.004,0
192_IGFBP-2,0.0033333333333333335,0
144_CD84,0.0033333333333333335,0
HCLS1,0.0033333333333333335,0
DPP10,0.0033333333333333335,0
FXYD5,0.0033333333333333335,0
PLXNB3,0.0033333333333333335,0
106_TNF-R2,0.0026666666666666666,0
PRDX1,0.0026666666666666666,0
UNC5C,0.0026666666666666666,0
139_SPON1,0.002,0
PTPN1,0.002,0
191_TNF-R1,0.0013333333333333333,0
IRF9,0.0013333333333333333,0
CASP-8,0.0013333333333333333,0
EFNA4,0.0013333333333333333,0
PRTFDC1,0.0006666666666666666,0
TBCB,0.0006666666666666666,0
PMVK,0.0006666666666666666,0
gal-8,0.0006666666666666666,0
SCARF2,0.0006666666666666666,0
172_CASP-3,0.0,0
129_LOX-1,0.0,0
193_NEMO,0.0,0
SRPK2,0.0,0
AREG,0.0,0
CRADD,0.0,0
KIF1BP,0.0,0
LAYN,0.0,0
NTRK2,0.0,0
