n_features,fold,roc_auc,average_precision,balanced_accuracy,accuracy,f1,precision,recall,sensitivity,specificity,brier_score
1,0,0.47916666666666663,0.17990430622009568,0.40625,0.6842105263157895,0.0,0.0,0.0,0.0,0.8125,0.2721650554997256
1,1,0.9166666666666666,0.5888888888888889,0.875,0.7894736842105263,0.6,0.42857142857142855,1.0,1.0,0.75,0.14485717292464298
1,2,0.9000000000000001,0.6916666666666667,0.8666666666666667,0.7894736842105263,0.6666666666666666,0.5,1.0,1.0,0.7333333333333333,0.16518217902771448
1,3,0.775,0.494298245614035,0.7166666666666667,0.8421052631578947,0.5714285714285714,0.6666666666666666,0.5,0.5,0.9333333333333333,0.13843918128654972
1,4,0.8444444444444446,0.4444444444444445,0.7666666666666666,0.8333333333333334,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.1505057130199203
1,5,0.6666666666666666,0.28968253968253965,0.5104166666666666,0.631578947368421,0.2222222222222222,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.6875,0.2393561403508772
1,6,0.625,0.38596491228070173,0.7708333333333333,0.8421052631578947,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.875,0.134194295177773
1,7,0.8916666666666667,0.5666666666666667,0.9333333333333333,0.8947368421052632,0.8,0.6666666666666666,1.0,1.0,0.8666666666666667,0.11443123799960846
1,8,0.5416666666666667,0.31359649122807015,0.65,0.7368421052631579,0.4444444444444444,0.4,0.5,0.5,0.8,0.2065983817290206
1,9,0.611111111111111,0.3,0.7333333333333334,0.7777777777777778,0.5,0.4,0.6666666666666666,0.6666666666666666,0.8,0.19942383986950438
1,10,0.9375,0.8333333333333333,0.7708333333333333,0.8421052631578947,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.875,0.09075204678362574
1,11,0.375,0.21637426900584794,0.5729166666666666,0.7368421052631579,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.8125,0.23218914346880604
1,12,0.41666666666666663,0.24013157894736842,0.4666666666666667,0.7368421052631579,0.0,0.0,0.0,0.0,0.9333333333333333,0.28237380453669925
1,13,0.925,0.7333333333333333,0.8083333333333333,0.8421052631578947,0.6666666666666666,0.6,0.75,0.75,0.8666666666666667,0.1310555783638376
1,14,0.7222222222222222,0.4444444444444444,0.7666666666666666,0.8333333333333334,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.14711664048565676
2,0,0.5,0.20324074074074072,0.40625,0.6842105263157895,0.0,0.0,0.0,0.0,0.8125,0.253804982683462
2,1,0.875,0.5317460317460317,0.7708333333333333,0.8421052631578947,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.875,0.12897804186999554
2,2,0.8333333333333334,0.5111111111111111,0.775,0.7894736842105263,0.6,0.5,0.75,0.75,0.8,0.16951597719362627
2,3,0.75,0.5416666666666666,0.7166666666666667,0.8421052631578947,0.5714285714285714,0.6666666666666666,0.5,0.5,0.9333333333333333,0.1472343231957037
2,4,0.8222222222222222,0.5,0.8,0.8888888888888888,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9333333333333333,0.14879683088113194
2,5,0.8333333333333334,0.4206349206349207,0.875,0.7894736842105263,0.6,0.42857142857142855,1.0,1.0,0.75,0.16882942597658795
2,6,0.625,0.32857142857142857,0.5729166666666666,0.7368421052631579,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.8125,0.1778268184817101
2,7,0.8666666666666667,0.525,0.4666666666666667,0.7368421052631579,0.0,0.0,0.0,0.0,0.9333333333333333,0.12005162314660607
2,8,0.6916666666666667,0.46929824561403505,0.5916666666666667,0.7894736842105263,0.3333333333333333,0.5,0.25,0.25,0.9333333333333333,0.16353820132749672
2,9,0.7333333333333333,0.3277777777777778,0.5666666666666667,0.7222222222222222,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.8,0.17826625421036646
2,10,0.7708333333333333,0.37777777777777777,0.6041666666666666,0.7894736842105263,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.875,0.14115736210952598
2,11,0.46875,0.27485380116959063,0.5729166666666666,0.7368421052631579,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.8125,0.20313128027829117
2,12,0.5833333333333334,0.27294372294372293,0.36666666666666664,0.5789473684210527,0.0,0.0,0.0,0.0,0.7333333333333333,0.26710196930358654
2,13,0.9,0.6916666666666667,0.9333333333333333,0.8947368421052632,0.8,0.6666666666666666,1.0,1.0,0.8666666666666667,0.12222012863028184
2,14,0.888888888888889,0.5333333333333333,0.6,0.7777777777777778,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8666666666666667,0.1112389825203136
3,0,0.49999999999999994,0.2,0.46875,0.7894736842105263,0.0,0.0,0.0,0.0,0.9375,0.1763513547046381
3,1,0.9583333333333334,0.8666666666666667,0.7708333333333333,0.8421052631578947,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.875,0.08643088486738808
3,2,0.6166666666666667,0.30627705627705626,0.55,0.5789473684210527,0.3333333333333333,0.25,0.5,0.5,0.6,0.2493835004709728
3,3,0.8,0.8125,0.875,0.9473684210526315,0.8571428571428571,1.0,0.75,0.75,1.0,0.10583907630690682
3,4,0.9555555555555556,0.8055555555555556,0.9333333333333333,0.8888888888888888,0.75,0.6,1.0,1.0,0.8666666666666667,0.10484320077298703
3,5,1.0,1.0,0.90625,0.8421052631578947,0.6666666666666666,0.5,1.0,1.0,0.8125,0.11235274900382863
3,6,0.5208333333333333,0.21249999999999997,0.46875,0.7894736842105263,0.0,0.0,0.0,0.0,0.9375,0.17157792435974614
3,7,0.9833333333333334,0.95,0.9666666666666667,0.9473684210526315,0.8888888888888888,0.8,1.0,1.0,0.9333333333333333,0.07261264028500079
3,8,0.75,0.5416666666666666,0.5916666666666667,0.7894736842105263,0.3333333333333333,0.5,0.25,0.25,0.9333333333333333,0.15206864674694603
3,9,0.6888888888888889,0.3277777777777778,0.7333333333333334,0.7777777777777778,0.5,0.4,0.6666666666666666,0.6666666666666666,0.8,0.175703127729628
3,10,0.9375,0.6388888888888888,0.8020833333333333,0.8947368421052632,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9375,0.10821251858148442
3,11,0.5208333333333333,0.22549019607843135,0.5,0.8421052631578947,0.0,0.0,0.0,0.0,1.0,0.15443241331468816
3,12,0.6833333333333333,0.32628968253968255,0.36666666666666664,0.5789473684210527,0.0,0.0,0.0,0.0,0.7333333333333333,0.226571091301307
3,13,0.9333333333333333,0.875,0.8416666666666667,0.8947368421052632,0.75,0.75,0.75,0.75,0.9333333333333333,0.10435976428595681
3,14,0.8,0.75,0.8333333333333333,0.9444444444444444,0.8,1.0,0.6666666666666666,0.6666666666666666,1.0,0.11007528112958738
4,0,0.5625,0.27222222222222225,0.40625,0.6842105263157895,0.0,0.0,0.0,0.0,0.8125,0.16193240316242283
4,1,0.875,0.6428571428571428,0.6041666666666666,0.7894736842105263,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.875,0.10817163618413995
4,2,0.7,0.3742424242424242,0.6166666666666667,0.6842105263157895,0.4,0.3333333333333333,0.5,0.5,0.7333333333333333,0.21451164084409707
4,3,0.7666666666666666,0.8055555555555556,0.8416666666666667,0.8947368421052632,0.75,0.75,0.75,0.75,0.9333333333333333,0.11110288061110359
4,4,1.0,1.0,0.9666666666666667,0.9444444444444444,0.8571428571428571,0.75,1.0,1.0,0.9333333333333333,0.08476732956165273
4,5,0.9583333333333334,0.8666666666666667,0.9375,0.8947368421052632,0.75,0.6,1.0,1.0,0.875,0.1180663778843371
4,6,0.5520833333333334,0.22440476190476188,0.5,0.8421052631578947,0.0,0.0,0.0,0.0,1.0,0.15818776947784147
4,7,0.9666666666666667,0.8875,0.7166666666666667,0.8421052631578947,0.5714285714285714,0.6666666666666666,0.5,0.5,0.9333333333333333,0.09096562176351725
4,8,0.7083333333333334,0.5317982456140351,0.5916666666666667,0.7894736842105263,0.3333333333333333,0.5,0.25,0.25,0.9333333333333333,0.16620922554606826
4,9,0.888888888888889,0.5555555555555556,0.7333333333333334,0.7777777777777778,0.5,0.4,0.6666666666666666,0.6666666666666666,0.8,0.1279192448935105
4,10,0.8958333333333334,0.6666666666666667,0.7708333333333333,0.8421052631578947,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.875,0.0981862373861015
4,11,0.4375,0.27350427350427353,0.5,0.8421052631578947,0.0,0.0,0.0,0.0,1.0,0.14858710551258208
4,12,0.7,0.3404761904761905,0.49166666666666664,0.631578947368421,0.2222222222222222,0.2,0.25,0.25,0.7333333333333333,0.23282207542310823
4,13,0.9500000000000001,0.8928571428571428,0.8416666666666667,0.8947368421052632,0.75,0.75,0.75,0.75,0.9333333333333333,0.0962115198859654
4,14,0.888888888888889,0.7916666666666666,0.7666666666666666,0.8333333333333334,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.8666666666666667,0.09792597089702151
5,0,0.5625,0.25,0.5,0.8421052631578947,0.0,0.0,0.0,0.0,1.0,0.1446105263157895
5,1,0.9166666666666666,0.5888888888888889,0.6354166666666666,0.8421052631578947,0.4,0.5,0.3333333333333333,0.3333333333333333,0.9375,0.09284794717896101
5,2,0.7500000000000001,0.5873397435897436,0.6166666666666667,0.6842105263157895,0.4,0.3333333333333333,0.5,0.5,0.7333333333333333,0.16605348771951398
5,3,0.85,0.8269230769230769,0.8416666666666667,0.8947368421052632,0.75,0.75,0.75,0.75,0.9333333333333333,0.09985896288938703
