feature,mean_selection_freq,selected_in_n_folds
CKAP4,0.019333333333333334,0
CXCL10,0.019333333333333334,0
LEPR,0.019333333333333334,0
SPOCK1,0.019333333333333334,0
TRAF2,0.018666666666666665,0
TRIM5,0.018000000000000002,0
PRKCQ,0.018000000000000002,0
SIT1,0.018000000000000002,0
111_SRC,0.017333333333333333,0
195_NT-pro BNP,0.016666666666666666,0
CX3CL1,0.016666666666666666,0
AARSD1,0.016666666666666666,0
SH2B3,0.016,0
IL6.1,0.016,0
WWP2,0.016,0
EZR,0.016,0
BIRC2,0.015333333333333334,0
IL8,0.015333333333333334,0
130_Gal-9,0.014,0
NMNAT1,0.013333333333333334,0
155_IL-1RT1,0.013333333333333332,0
BST2,0.012666666666666666,0
IMPA1,0.012666666666666666,0
PFDN2,0.012666666666666666,0
154_AXL,0.012000000000000002,0
101_BMP-6,0.012000000000000002,0
DCTN1,0.012,0
TANK,0.012,0
159_TNFSF13B,0.011333333333333336,0
DPEP2,0.011333333333333336,0
EIF4B,0.011333333333333334,0
151_PI3,0.011333333333333332,0
DFFA,0.011333333333333332,0
KYNU,0.010666666666666666,0
191_TNF-R1,0.010000000000000002,0
150_DECR1,0.010000000000000002,0
IL-12B,0.01,0
GFR-alpha-1,0.009999999999999998,0
CDCP1,0.009333333333333332,0
180_IGFBP-7,0.008666666666666666,0
117_TNFRSF11A,0.008666666666666666,0
162_CEACAM8,0.008666666666666666,0
ITGA6,0.008666666666666666,0
ADAM 23,0.008666666666666666,0
LXN,0.008666666666666666,0
157_FAS,0.008666666666666665,0
PSIP1,0.007333333333333334,0
UNC5C,0.007333333333333334,0
175_HB-EGF,0.007333333333333333,0
STAMPB,0.007333333333333333,0
LTBP3,0.007333333333333333,0
PLXNB3,0.007333333333333333,0
PDGF-R-alpha,0.007333333333333333,0
LIF-R,0.007333333333333332,0
111_ALCAM,0.006666666666666667,0
NF2,0.006666666666666667,0
108_EPHB4,0.006666666666666666,0
113_SELP,0.006000000000000001,0
192_CD4,0.006,0
ZBTB16,0.006,0
DPP10,0.006,0
125_TIMP4,0.005333333333333333,0
NCR1,0.005333333333333333,0
TNFSF14,0.005333333333333333,0
gal-8,0.005333333333333333,0
Dkk-4,0.005333333333333333,0
182_IL-18BP,0.004666666666666667,0
AXIN1,0.004666666666666667,0
112_TFF3,0.004666666666666666,0
165_PGLYRP1,0.004666666666666666,0
CD5,0.004666666666666666,0
IRAK4,0.004,0
HEXIM1,0.004,0
BACH1,0.004,0
CRADD,0.004,0
RGMB,0.004,0
110_IL-4RA,0.0033333333333333335,0
193_NEMO,0.0033333333333333335,0
EGLN1,0.0033333333333333335,0
TNFRSF9,0.0033333333333333335,0
KIF1BP,0.0033333333333333335,0
167_JAM-A,0.0026666666666666666,0
105_CD40-L,0.0026666666666666666,0
154_TM,0.0026666666666666666,0
SCARF2,0.0026666666666666666,0
192_IGFBP-2,0.002,0
123_TF,0.002,0
129_LOX-1,0.002,0
SIRT2,0.002,0
THY 1,0.002,0
NTRK2,0.002,0
NAA10,0.0013333333333333333,0
172_CASP-3,0.0006666666666666666,0
IRAK1,0.0006666666666666666,0
PRDX5,0.0006666666666666666,0
FXYD5,0.0006666666666666666,0
SRPK2,0.0006666666666666666,0
ICA1,0.0006666666666666666,0
AREG,0.0006666666666666666,0
SRP14,0.0006666666666666666,0
FHIT,0.0006666666666666666,0
MAD1L1,0.0006666666666666666,0
ILKAP,0.0006666666666666666,0
EFNA4,0.0006666666666666666,0
PRTFDC1,0.0,0
TBCB,0.0,0
NPM1,0.0,0
PMVK,0.0,0
LAYN,0.0,0
