feature,mean_selection_freq,selected_in_n_folds
135_PIgR,0.29866666666666664,3
163_OPN,0.29800000000000004,3
CLSTN1,0.2833333333333333,3
KLRD1,0.27466666666666667,3
165_CCL17,0.23800000000000002,3
CD6,0.47,2
KLB,0.46733333333333343,2
IL-5R-alpha,0.37600000000000006,2
IL6,0.35866666666666674,2
NBL1,0.33866666666666667,2
CCL23,0.3346666666666667,2
181_BNP,0.3233333333333333,2
IL13,0.314,2
TREM1,0.302,2
196_CCL16,0.2966666666666667,2
DSG3,0.2940000000000001,2
116_IDUA,0.2866666666666667,2
AOC1,0.26799999999999996,2
PRDX3,0.26266666666666666,2
sFRP-3,0.26199999999999996,2
TSLP,0.2573333333333333,2
IL2,0.2533333333333333,2
107_PlGF,0.24933333333333335,2
TPPP3,0.246,2
167_MMP-7,0.22133333333333333,2
MCP-4,0.20999999999999996,2
N2DL-2,0.1993333333333333,2
169_IL-1RT2,0.18133333333333332,2
180_GT,0.17733333333333332,2
149_REN,0.17200000000000001,2
HGF,0.3133333333333334,1
WFIKKN1,0.312,1
TRAIL,0.30933333333333335,1
EPHB6,0.29733333333333334,1
uPA,0.2946666666666667,1
IRF9,0.294,1
124_Notch 3,0.28200000000000003,1
EPHA10,0.2753333333333333,1
FUT8,0.26800000000000007,1
NRP2,0.26799999999999996,1
NDRG1,0.26066666666666666,1
CD28,0.26,1
FKBP7,0.2586666666666667,1
173_uPA,0.252,1
128_CXCL1,0.246,1
156_MMP-2,0.24000000000000002,1
155_IL-1RT1,0.23133333333333334,1
PHOSPHO1,0.23066666666666663,1
CSF-1,0.22,1
IL-17A,0.216,1
TDGF1,0.2113333333333333,1
PTS,0.20466666666666666,1
Beta-NGF,0.19066666666666665,1
152_TIM,0.1886666666666667,1
MCP-3,0.182,1
188_TGM2,0.18133333333333332,1
FcRL2,0.17933333333333332,1
120_TRAIL-R2,0.178,1
139_FGF-23,0.17733333333333332,1
115_MCP-1,0.17666666666666664,1
CDH15,0.17533333333333337,1
120_MEPE,0.1726666666666667,1
105_IL-17RA,0.17133333333333337,1
LAIR-2,0.17133333333333337,1
FGF-23,0.16666666666666663,1
TNFRSF12A,0.16533333333333333,1
CPM,0.15066666666666664,1
CRIP2,0.146,1
CLEC4G,0.14400000000000002,1
160_PRTN3,0.14333333333333334,1
JUN,0.13733333333333336,1
187_TNFRSF13B,0.13533333333333336,1
ECE1,0.13533333333333336,1
CPA2,0.13266666666666665,1
IL32,0.12266666666666667,1
176_GDF-2,0.12066666666666667,1
CDH6,0.10200000000000001,1
124_IL1RL2,0.10133333333333336,1
IL-24,0.08866666666666667,1
SMOC2,0.07800000000000001,1
PPP3R1,0.30133333333333334,0
160_IL16,0.29666666666666663,0
IL-22 RA1,0.2733333333333333,0
CDH17,0.268,0
LAMP3,0.2573333333333333,0
IL10.1,0.25666666666666665,0
DUSP3,0.2486666666666667,0
NAAA,0.24666666666666665,0
CLEC4A,0.23066666666666666,0
MMP-1,0.22533333333333336,0
172_LPL,0.22333333333333333,0
IL4,0.22266666666666668,0
177_t-PA,0.21600000000000003,0
PD-L1,0.21600000000000003,0
TNF,0.2126666666666667,0
ROBO2,0.208,0
DCBLD2,0.20666666666666667,0
PLXNB1,0.19999999999999998,0
MMP-10,0.188,0
140_MPO,0.18666666666666665,0
141_GH,0.18266666666666667,0
170_SHPS-1,0.182,0
HSP90B1,0.18066666666666667,0
KIR2DL3,0.178,0
DNER,0.1746666666666667,0
Siglec-9,0.17200000000000001,0
ANXA10,0.17066666666666666,0
MCP-2,0.17,0
NCAN,0.168,0
IFN-gamma,0.16666666666666666,0
CTSS,0.166,0
136_RAGE,0.16199999999999998,0
CCL3,0.16,0
CD302,0.15933333333333335,0
151_MERTK,0.15866666666666665,0
138_DLK-1,0.15666666666666668,0
IL3RA,0.156,0
FGFR2,0.15533333333333327,0
Alpha-2-MRAP,0.15200000000000002,0
176_ST2,0.152,0
AREG,0.15066666666666667,0
149_CCL22,0.14933333333333335,0
PDGF-R-alpha,0.14933333333333335,0
155_VSIG2,0.1486666666666667,0
Nr-CAM,0.14466666666666667,0
CCL19,0.14333333333333334,0
161_PCSK9,0.14266666666666666,0
189_KLK6,0.14266666666666666,0
CDCP1,0.14266666666666666,0
109_Protein BOC,0.14133333333333334,0
IL-10RA,0.14133333333333334,0
SMOC1,0.14066666666666666,0
NEP,0.14,0
CD33,0.13933333333333336,0
TPSAB1,0.1366666666666667,0
MCP-1,0.13466666666666668,0
129_FABP4,0.132,0
SFRP1,0.132,0
FLRT2,0.13066666666666668,0
NTF4,0.13000000000000003,0
CLEC7A,0.12866666666666668,0
CXCL12,0.128,0
MSR1,0.12466666666666669,0
GSTP1,0.12266666666666667,0
193_vWF,0.12200000000000003,0
187_RARRES2,0.12200000000000001,0
IL-20,0.12200000000000001,0
CXCL5,0.12133333333333333,0
183_ACE2,0.11866666666666667,0
132_CCL24,0.11733333333333336,0
CNTN5,0.11533333333333334,0
ADAM15,0.11333333333333334,0
117_Gal-3,0.11266666666666668,0
131_GIF,0.11266666666666666,0
ADAM 22,0.11066666666666666,0
148_SERPINA12,0.11000000000000001,0
110_OPG,0.11,0
156_AMBP,0.10733333333333334,0
BST2,0.10733333333333334,0
IMPA1,0.10600000000000001,0
194_VEGF-D,0.10533333333333335,0
181_CD93,0.10533333333333333,0
137_AZU1,0.10466666666666667,0
CCL4,0.10400000000000001,0
JAM-B,0.10333333333333335,0
134_TNFRSF10C,0.10200000000000002,0
IL6.1,0.10133333333333333,0
CLM-6,0.1,0
CCL25,0.09866666666666668,0
150_PSP-D,0.09733333333333333,0
112_IL-1ra,0.09733333333333333,0
122_PLC,0.09533333333333333,0
CTF1,0.09466666666666669,0
NCR1,0.09400000000000001,0
137_SOD2,0.09333333333333334,0
174_AGRP,0.09333333333333334,0
CNTNAP2,0.09200000000000001,0
CCL27,0.09200000000000001,0
166_CCL3,0.092,0
IFNLR1,0.092,0
143_RETN,0.09066666666666669,0
PTH1R,0.09000000000000001,0
164_PSGL-1,0.08933333333333335,0
158_HO-1,0.08800000000000002,0
105_CD40-L,0.08800000000000001,0
N-CDase,0.08800000000000001,0
GDNF,0.08733333333333335,0
136_SELE,0.084,0
LIF,0.08333333333333333,0
G-CSF,0.08333333333333333,0
106_SLAMF7,0.08266666666666668,0
TANK,0.08200000000000002,0
123_LTBR,0.082,0
CD244,0.082,0
ADGRB3,0.082,0
OPG,0.08133333333333333,0
108_ADAM-TS13,0.08066666666666666,0
184_PD-L2,0.08066666666666666,0
145_CHIT1,0.08000000000000002,0
IL5,0.07933333333333333,0
IL-18R1,0.07933333333333333,0
FCAR,0.078,0
166_CPA1,0.07733333333333335,0
IL8,0.07600000000000001,0
134_FGF-21,0.07533333333333334,0
HSD11B1,0.07533333333333334,0
MILR1,0.07466666666666667,0
TN-R,0.07466666666666667,0
IFNL1,0.07466666666666666,0
CX3CL1,0.07400000000000001,0
130_TFPI,0.07133333333333335,0
CEACAM3,0.07133333333333333,0
MATN3,0.07066666666666667,0
LEPR,0.07,0
152_Ep-CAM,0.06933333333333333,0
174_CPB1,0.06866666666666667,0
PAEP,0.06800000000000002,0
PLA2G10,0.06733333333333333,0
132_SCF,0.06666666666666668,0
ING1,0.06666666666666667,0
178_SCGB3A2,0.066,0
GDF-8,0.06466666666666668,0
GM-CSF-R-alpha,0.06466666666666668,0
173_PRSS8,0.064,0
IL5.1,0.064,0
GDNFR-alpha-3,0.064,0
178_THPO,0.06266666666666668,0
IL10,0.06266666666666666,0
125_PDGF subunit B,0.062000000000000006,0
IL12RB1,0.062000000000000006,0
158_MB,0.06133333333333335,0
HCLS1,0.061333333333333344,0
CLEC4D,0.061333333333333344,0
VEGFA,0.061333333333333344,0
EZR,0.060666666666666674,0
NFATC3,0.06066666666666667,0
115_STK4,0.06066666666666666,0
BMP-4,0.05933333333333334,0
MDGA1,0.05933333333333334,0
RGMA,0.059333333333333335,0
GLB1,0.05866666666666667,0
CXCL9,0.05800000000000001,0
103_ITGB2,0.05733333333333334,0
CXCL1,0.05733333333333334,0
118_PAR-1,0.05733333333333333,0
142_FS,0.056666666666666685,0
VSTM1,0.05666666666666668,0
CCL11,0.05666666666666667,0
IL-17C,0.05600000000000001,0
183_COL1A1,0.05533333333333334,0
144_IGFBP-1,0.054000000000000006,0
179_MARCO,0.05333333333333334,0
PPP1R9B,0.052666666666666674,0
171_Dkk-1,0.05266666666666667,0
Beta-NGF.1,0.05266666666666667,0
GCP5,0.05266666666666667,0
LXN,0.052000000000000005,0
CDSN,0.05133333333333334,0
CLEC4C,0.050666666666666665,0
122_TIE2,0.05000000000000002,0
161_SORT1,0.05000000000000002,0
182_MMP-12,0.05000000000000002,0
189_LEP,0.049999999999999996,0
SCARB2,0.04933333333333335,0
FAM3B,0.04933333333333334,0
TNFRSF21,0.04933333333333334,0
CLM-1,0.04933333333333333,0
110_IL-4RA,0.04866666666666667,0
SCF,0.047333333333333345,0
191_HSP 27,0.04733333333333334,0
SIGLEC1,0.04733333333333334,0
CDH3,0.04733333333333334,0
ITM2A,0.04733333333333333,0
114_CSTB,0.04666666666666667,0
IL33,0.04666666666666667,0
DDR1,0.04666666666666667,0
127_CDH5,0.045333333333333344,0
IL15,0.045333333333333344,0
153_AP-N,0.04466666666666667,0
191_TNF-R1,0.04400000000000001,0
EDAR,0.04400000000000001,0
RPS6KB1,0.044000000000000004,0
140_SPON2,0.04333333333333334,0
TNFB,0.043333333333333335,0
111_ALCAM,0.04266666666666667,0
CLEC10A,0.04266666666666667,0
133_TR,0.04200000000000001,0
IL-15RA,0.04200000000000001,0
157_FAS,0.042,0
141_CXCL16,0.04133333333333334,0
144_CD84,0.04133333333333334,0
TRANCE,0.04133333333333333,0
NTRK3,0.04133333333333333,0
FCRL3,0.04066666666666667,0
121_BLM hydrolase,0.04000000000000001,0
ITGA6,0.04000000000000001,0
162_CEACAM8,0.03933333333333333,0
KIRREL2,0.037333333333333336,0
109_IL2-RA,0.03666666666666667,0
CXCL10,0.036000000000000004,0
SMPD1,0.03466666666666667,0
159_TNFSF13B,0.034666666666666665,0
196_HAOX1,0.034666666666666665,0
DPP10,0.034666666666666665,0
CXADR,0.034666666666666665,0
175_HB-EGF,0.03333333333333334,0
168_Gal-4,0.03333333333333333,0
CXCL6,0.03333333333333333,0
RNF31,0.03333333333333333,0
SLAMF1,0.03266666666666667,0
194_PECAM-1,0.03266666666666666,0
116_CD163,0.03200000000000001,0
IL-10RB,0.03200000000000001,0
SCARF2,0.03133333333333334,0
101_TNFRSF14,0.03133333333333333,0
GGT5,0.03133333333333333,0
131_PAI,0.03066666666666667,0
DDX58,0.03066666666666667,0
HNMT,0.029333333333333333,0
EIF4G1,0.02866666666666667,0
RGMB,0.028666666666666667,0
TMPRSS5,0.028000000000000004,0
126_IL27,0.027999999999999994,0
TRIM21,0.027333333333333334,0
IL7,0.027333333333333334,0
ISLR2,0.027333333333333334,0
GBP2,0.02733333333333333,0
ADA,0.026666666666666672,0
180_IGFBP-7,0.02666666666666667,0
186_hOSCAR,0.02666666666666667,0
GZMA,0.02666666666666667,0
KYNU,0.02666666666666667,0
108_EPHB4,0.026000000000000006,0
114_TNFRSF10A,0.026000000000000002,0
DRAXIN,0.026000000000000002,0
192_CD4,0.025333333333333336,0
163_PTX3,0.025333333333333333,0
FXYD5,0.025333333333333333,0
159_XCL1,0.024666666666666674,0
IL18,0.024666666666666674,0
SCARA5,0.024666666666666674,0
182_IL-18BP,0.02466666666666667,0
KRT19,0.02466666666666667,0
185_CTSL1,0.024666666666666667,0
Dkk-4,0.024666666666666667,0
PADI2,0.024,0
CADM3,0.024,0
113_SELP,0.022666666666666672,0
OSM,0.022666666666666672,0
139_SPON1,0.02266666666666667,0
COL4A3BP,0.02266666666666667,0
CD38,0.02266666666666667,0
DAPP1,0.022000000000000002,0
CRTAM,0.021333333333333333,0
PRTG,0.02066666666666667,0
143_GLO1,0.020666666666666667,0
129_LOX-1,0.020000000000000004,0
FGF-21,0.020000000000000004,0
102_ANG-1,0.02,0
PLXNA4,0.02,0
133_IL-18,0.019333333333333334,0
TWEAK,0.019333333333333334,0
GFR-alpha-1,0.019333333333333334,0
AXIN1,0.018000000000000002,0
RSPO1,0.018000000000000002,0
IL12,0.018000000000000002,0
CCL28,0.017333333333333333,0
107_MMP-9,0.016666666666666666,0
UNC5C,0.016666666666666666,0
NRTN,0.016000000000000004,0
EN-RAGE,0.016,0
FHIT,0.016,0
VWC2,0.016,0
CD40,0.015333333333333336,0
TNFRSF9,0.015333333333333336,0
101_BMP-6,0.015333333333333334,0
EGLN1,0.015333333333333334,0
PRKCQ,0.015333333333333334,0
TNFRSF13C,0.015333333333333334,0
ADAM 23,0.015333333333333334,0
BIRC2,0.014666666666666668,0
MANF,0.014666666666666668,0
172_CASP-3,0.014666666666666666,0
118_GRN,0.014000000000000002,0
CCL11.1,0.013999999999999997,0
TRAF2,0.013333333333333338,0
165_PGLYRP1,0.013333333333333336,0
171_CCL15,0.013333333333333334,0
ATP6V1F,0.01333333333333333,0
SPOCK1,0.012666666666666668,0
121_PRSS27,0.012666666666666666,0
SIT1,0.012666666666666666,0
ASGR1,0.012666666666666666,0
KIF1BP,0.012666666666666666,0
LAP TGF-beta-1,0.012000000000000002,0
195_PARP-1,0.012,0
TNFSF14,0.012,0
IL-12B,0.010000000000000002,0
4E-BP1,0.010000000000000002,0
PFDN2,0.010000000000000002,0
SPRY2,0.01,0
LTBP3,0.009999999999999998,0
106_TNF-R2,0.009333333333333334,0
SH2B3,0.009333333333333334,0
STC1,0.009333333333333334,0
CD5,0.009333333333333334,0
151_PI3,0.009333333333333332,0
111_SRC,0.008666666666666666,0
123_TF,0.008,0
IRAK4,0.008,0
FGF2,0.008,0
EREG,0.008,0
IFI30,0.008,0
WWP2,0.008,0
CLEC1B,0.008,0
169_ITGB1BP2,0.007999999999999998,0
ZBTB16,0.007999999999999998,0
CRADD,0.007333333333333333,0
167_JAM-A,0.006666666666666667,0
CARHSP1,0.006666666666666666,0
LIF-R,0.006000000000000001,0
125_TIMP4,0.006,0
126_CNTN1,0.006,0
PTPN1,0.006,0
ABHD14B,0.006,0
DGKZ,0.005333333333333333,0
SIRT2,0.005333333333333333,0
NMNAT1,0.005333333333333333,0
PLXNB3,0.005333333333333333,0
190_PDGF subunit A,0.004666666666666667,0
154_TM,0.004666666666666667,0
PRDX5,0.004666666666666667,0
TRIM5,0.004666666666666667,0
EIF4B,0.004666666666666667,0
DPEP2,0.004666666666666667,0
150_DECR1,0.004666666666666666,0
CKAP4,0.004666666666666666,0
LAT,0.004666666666666666,0
154_AXL,0.004,0
RBKS,0.004,0
FKBP5,0.004,0
MGMT,0.0033333333333333335,0
BACH1,0.0033333333333333335,0
STAMPB,0.0026666666666666666,0
AARSD1,0.0026666666666666666,0
HAGH,0.0026666666666666666,0
gal-8,0.0026666666666666666,0
NTRK2,0.0026666666666666666,0
112_TFF3,0.002,0
192_IGFBP-2,0.002,0
130_Gal-9,0.002,0
PRDX1,0.002,0
HEXIM1,0.002,0
SRPK2,0.002,0
ST1A1,0.002,0
AKT1S1,0.002,0
PSIP1,0.0013333333333333333,0
DCTN1,0.0013333333333333333,0
ICA1,0.0013333333333333333,0
NPM1,0.0013333333333333333,0
PMVK,0.0013333333333333333,0
117_TNFRSF11A,0.0006666666666666666,0
NF2,0.0006666666666666666,0
CETN2,0.0006666666666666666,0
LAYN,0.0006666666666666666,0
THY 1,0.0006666666666666666,0
193_NEMO,0.0,0
IRAK1,0.0,0
DFFA,0.0,0
SRP14,0.0,0
NAA10,0.0,0
PRTFDC1,0.0,0
TBCB,0.0,0
PSME1,0.0,0
MAD1L1,0.0,0
ILKAP,0.0,0
EFNA4,0.0,0
