feature,mean_selection_freq,selected_in_n_folds
TRAF2,0.06000000000000001,0
187_RARRES2,0.060000000000000005,0
GCP5,0.060000000000000005,0
MCP-1,0.05933333333333334,0
IL18,0.05933333333333334,0
121_PRSS27,0.05933333333333333,0
NEFL,0.05866666666666667,0
CTSS,0.05866666666666667,0
OSM,0.058666666666666666,0
ADGRB3,0.05800000000000001,0
PPP3R1,0.05800000000000001,0
NDRG1,0.05666666666666667,0
163_PTX3,0.05600000000000001,0
CDH6,0.05600000000000001,0
133_IL-18,0.054666666666666676,0
PTPN1,0.054000000000000006,0
IFNLR1,0.05266666666666667,0
ILKAP,0.05266666666666667,0
STC1,0.05133333333333334,0
TWEAK,0.05133333333333334,0
180_GT,0.05066666666666667,0
195_PARP-1,0.050666666666666665,0
HSD11B1,0.050666666666666665,0
193_vWF,0.05000000000000002,0
178_THPO,0.05,0
KIRREL2,0.05,0
SPOCK1,0.05,0
FUT8,0.04933333333333333,0
SMPD1,0.04866666666666667,0
181_CD93,0.04800000000000001,0
165_CCL17,0.04800000000000001,0
HEXIM1,0.046000000000000006,0
139_SPON1,0.046,0
166_CPA1,0.046,0
TRAIL,0.045333333333333344,0
161_SORT1,0.04533333333333334,0
PVR,0.04533333333333334,0
CKAP4,0.044666666666666674,0
IL6,0.04466666666666667,0
127_IL-17D,0.04400000000000001,0
189_LEP,0.04333333333333334,0
PSIP1,0.04266666666666667,0
CD200,0.04266666666666667,0
CRIP2,0.04200000000000001,0
RGMB,0.04200000000000001,0
118_GRN,0.042,0
PRDX5,0.04066666666666667,0
RBKS,0.04066666666666667,0
136_SELE,0.040000000000000015,0
144_CD84,0.04000000000000001,0
DCTN1,0.04000000000000001,0
AREG,0.04000000000000001,0
VWC2,0.04000000000000001,0
MDGA1,0.04000000000000001,0
158_HO-1,0.04,0
CASP-8,0.04,0
FGF-21,0.03933333333333334,0
PRKCQ,0.03933333333333333,0
IL-17A,0.03933333333333333,0
DNER,0.03933333333333333,0
CNTNAP2,0.03866666666666667,0
CD5,0.03866666666666666,0
173_PRSS8,0.037333333333333336,0
EIF4G1,0.037333333333333336,0
195_NT-pro BNP,0.03666666666666667,0
TRIM5,0.03666666666666667,0
NPM1,0.03666666666666667,0
101_BMP-6,0.036000000000000004,0
130_Gal-9,0.036000000000000004,0
EN-RAGE,0.036000000000000004,0
194_PECAM-1,0.035333333333333335,0
144_IGFBP-1,0.034666666666666665,0
186_hOSCAR,0.034666666666666665,0
153_AP-N,0.034,0
184_PD-L2,0.03333333333333333,0
102_ANG-1,0.03266666666666666,0
196_HAOX1,0.032,0
PPP1R9B,0.032,0
SIRT2,0.03133333333333334,0
168_Gal-4,0.030666666666666672,0
FGF2,0.03066666666666667,0
CTSC,0.030666666666666665,0
180_IGFBP-7,0.030000000000000006,0
DRAXIN,0.030000000000000002,0
CCL4,0.029333333333333336,0
171_CCL15,0.029333333333333333,0
MSR1,0.029333333333333333,0
122_PLC,0.02866666666666667,0
155_IL-1RT1,0.02866666666666667,0
SIT1,0.02866666666666667,0
IL8,0.02866666666666667,0
MATN3,0.02866666666666667,0
FAM3B,0.028666666666666663,0
THY 1,0.028000000000000004,0
NEP,0.028,0
126_CNTN1,0.027999999999999994,0
KRT19,0.027333333333333334,0
LEPR,0.027333333333333334,0
TMPRSS5,0.027333333333333334,0
157_FAS,0.02666666666666667,0
TANK,0.02666666666666667,0
LAT,0.026666666666666665,0
NTRK2,0.026000000000000002,0
192_CD4,0.026,0
ST1A1,0.025333333333333333,0
LXN,0.024666666666666667,0
DPEP2,0.024,0
SNCG,0.024,0
Siglec-9,0.024,0
TNFB,0.023333333333333334,0
ADAM 23,0.023333333333333334,0
114_TNFRSF10A,0.02333333333333333,0
NAA10,0.022666666666666672,0
MANF,0.02266666666666667,0
PTH1R,0.022,0
CDH3,0.022,0
151_PI3,0.021333333333333336,0
111_SRC,0.021333333333333336,0
110_IL-4RA,0.021333333333333333,0
FKBP5,0.021333333333333333,0
CD40,0.020666666666666667,0
GFR-alpha-1,0.020666666666666667,0
159_TNFSF13B,0.020000000000000004,0
125_PDGF subunit B,0.020000000000000004,0
PRDX3,0.020000000000000004,0
uPA,0.020000000000000004,0
162_CEACAM8,0.02,0
BIRC2,0.019333333333333334,0
LIF-R,0.019333333333333334,0
171_Dkk-1,0.018666666666666668,0
NF2,0.018666666666666668,0
NCR1,0.018666666666666668,0
EREG,0.018000000000000002,0
CXCL5,0.016666666666666666,0
ZBTB16,0.016,0
KYNU,0.015333333333333332,0
182_IL-18BP,0.014666666666666666,0
ASGR1,0.014666666666666666,0
STAMPB,0.014666666666666665,0
IL6.1,0.013333333333333334,0
SCARA5,0.013333333333333334,0
191_TNF-R1,0.013333333333333332,0
137_SOD2,0.012666666666666665,0
BST2,0.012,0
175_HB-EGF,0.011333333333333334,0
PRDX1,0.011333333333333334,0
WWP2,0.011333333333333334,0
NMNAT1,0.011333333333333334,0
MAD1L1,0.011333333333333332,0
PDGF-R-alpha,0.010666666666666668,0
PLXNA4,0.010666666666666666,0
DDX58,0.010666666666666666,0
EPHB6,0.010000000000000002,0
111_ALCAM,0.01,0
125_TIMP4,0.01,0
IRAK1,0.01,0
ITGA6,0.01,0
SLAMF1,0.01,0
UNC5C,0.01,0
108_EPHB4,0.009333333333333334,0
112_TFF3,0.009333333333333334,0
DAPP1,0.009333333333333334,0
HCLS1,0.009333333333333332,0
IMPA1,0.009333333333333332,0
EZR,0.009333333333333332,0
SPRY2,0.008666666666666666,0
165_PGLYRP1,0.008,0
CDCP1,0.008,0
AXIN1,0.008,0
IL12,0.008,0
106_TNF-R2,0.007333333333333333,0
115_STK4,0.007333333333333333,0
ICA1,0.007333333333333333,0
EIF4B,0.007333333333333332,0
SH2B3,0.006666666666666667,0
PIK3AP1,0.006666666666666667,0
IRAK4,0.006666666666666666,0
DPP10,0.006666666666666666,0
TNFSF14,0.006000000000000001,0
Dkk-4,0.006,0
141_CXCL16,0.005333333333333333,0
192_IGFBP-2,0.005333333333333333,0
123_TF,0.005333333333333333,0
129_LOX-1,0.005333333333333333,0
IL-12B,0.005333333333333333,0
EGLN1,0.004666666666666667,0
FXYD5,0.004666666666666666,0
BACH1,0.004,0
193_NEMO,0.0033333333333333335,0
SCARB2,0.0033333333333333335,0
PLXNB3,0.0033333333333333335,0
137_AZU1,0.0026666666666666666,0
105_CD40-L,0.0026666666666666666,0
150_DECR1,0.0026666666666666666,0
SCARF2,0.0026666666666666666,0
113_SELP,0.002,0
167_JAM-A,0.002,0
154_TM,0.002,0
FHIT,0.002,0
gal-8,0.002,0
LTBP3,0.0013333333333333333,0
172_CASP-3,0.0006666666666666666,0
PRTFDC1,0.0006666666666666666,0
PMVK,0.0006666666666666666,0
EFNA4,0.0006666666666666666,0
117_TNFRSF11A,0.0,0
SRPK2,0.0,0
CRADD,0.0,0
TBCB,0.0,0
KIF1BP,0.0,0
LAYN,0.0,0
